WELL_ID,LAT,LONG,LL_REF,X,Y,XY_REF,TOP070_Pierre,TOP097_Mowry,TOP125_InyanKara,TOP145_Swift_lower,TOP170_Rierdon,TOP183_Piper,TOP201_Spearfish,TOP307_Tyler,TOP323_Otter,TOP330_Kibbey,TOP335_Charles,TOP340_MissionCanyon,TOP349_Lodgepole,TOP357_Bakken_upper,TOP362_Bakken_middle,TOP364_Bakken_lower,TOP368_ThreeForks,TOP372_Duprow,TOP377_DawsonBay,TOP382_Prairie,TOP383_Prairie_evaporite,TOP388_Winnipegosis,TOP408_Ashern,TOP419_Interlake,TOP445_RedRiver,TOP458_Winnipeg,TOP467_Icebox_base,TOP470_Deadwood,TOP542_Basement,TVT070_Pierre_2_Mowry,TVT097_Mowry_2_InyanKara,TVT125_InyanKara_2_Swift_lower,TVT145_Swift_lower_2_Rierdon,TVT170_Rierdon_2_Piper,TVT183_Piper_2_Spearfish,TVT201_Spearfish_2_Tyler,TVT307_Tyler_2_Otter,TVT323_Otter_2_Kibbey,TVT330_Kibbey_2_Charles,TVT335_Charles_2_MissionCanyon,TVT340_MissionCanyon_2_Lodgepole,TVT349_Lodgepole_2_Bakken_upper,TVT357_Bakken_upper_2_Bakken_middle,TVT362_Bakken_middle_2_Bakken_lower,TVT364_Bakken_lower_2_ThreeForks,TVT368_ThreeForks_2_Duprow,TVT372_Duprow_2_DawsonBay,TVT377_DawsonBay_2_Prairie,TVT382_Prairie_2_Prairie_evaporite,TVT383_Prairie_evaporite_2_Winnipegosis,TVT388_Winnipegosis_2_Ashern,TVT408_Ashern_2_Interlake,TVT419_Interlake_2_RedRiver,TVT445_RedRiver_2_Winnipeg,TVT458_Winnipeg_2_Icebox_base,TVT467_Icebox_base_2_Deadwood,TVT470_Deadwood_2_Basement
4025,46.27039757,-103.9539031,NAD27 WKID 4267,-2013793,8571168,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,46.13062231,-103.7821959,NAD27 WKID 4267,-1974579,8516869,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1055,,,,,,,,-3980,-4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,
4027,46.13127761,-103.7647664,NAD27 WKID 4267,-1970147,8516745,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,45.94575685,-103.3595615,NAD27 WKID 4267,-1872772,8441216,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1323,-1725,-2520,-2603,-2651,-2903,,,-3904,-3979,-4320,-4755,-5318,,,-5319,-5429,-5670,,,,,-5676,,,,,,,402,794,83,47,253,,,,75,340,435,563,,,,110,241,,,,,,,,,,
4029,46.14635523,-103.8011545,NAD27 WKID 4267,-1978909,8522971,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1032,,,,,,,,-3981,-4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,
4030,46.14706591,-103.7902544,NAD27 WKID 4267,-1976129,8523002,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1078,,,,,,,,-4015,-4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,
4031,46.14882513,-103.7774901,NAD27 WKID 4267,-1972846,8523375,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1052,,,,,,,,-4001,-4088,,,,,,,-5458,-5680,-5681,,,-5694,-5695,-6215,,,,,,,,,,,,,,87,,,,,,,,223,1,,,,1,520,,,,
4032,46.13048318,-103.7617857,NAD27 WKID 4267,-1969416,8516395,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1097,,,,-2487,-2722,,,,,,-4898,-5434,,,-5434,-5454,-5679,,,,,-5729,-6185,,,,,,,,,,235,,,,,,,536,,,,19,225,,,,,,456,,,,
4033,46.13064298,-103.7618835,NAD27 WKID 4267,-1969436,8516455,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-2412,-2503,-2734,,,-3997,-4071,-4421,-4886,-5437,,,-5439,-5456,-5701,-5714,,,-5733,-5733,-6215,,,,,,,,,91,231,,,,75,350,465,551,,,,16,245,13,,,,,482,,,,
4034,46.13478657,-103.764716,NAD27 WKID 4267,-1970030,8518017,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1081,,,,,,,,-3996,-4087,-4423,-4888,-5434,,,-5437,-5449,-5698,-5703,,,-5715,-5716,-6202,,,,,,,,,,,,,,90,337,465,546,,,,12,250,4,,,,1,486,,,,
4035,46.13452067,-103.764594,NAD27 WKID 4267,-1970007,8517918,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1076,,,,,,,,-3995,-4084,-4424,-4889,-5434,,,-5434,-5446,-5671,,,,,-5705,-6183,,,,,,,,,,,,,,89,340,465,545,,,,12,224,,,,,,477,,,,
4036,46.14970367,-103.7661272,NAD27 WKID 4267,-1969944,8523458,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1083,,,,,,,,-4036,-4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,
4037,46.15737942,-103.7444059,NAD27 WKID 4267,-1964219,8525793,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1169,,,,,,,,-4090,-4177,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,
4038,46.13057635,-103.7446461,NAD27 WKID 4267,-1965074,8516074,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1160,,,,,,,,-4037,-4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,
4039,46.11601922,-103.7676045,NAD27 WKID 4267,-1971319,8511268,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1095,,,,,,,,-3982,-4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,
4040,45.96005062,-103.3724355,NAD27 WKID 4267,-1875638,8446660,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1312,,,,,,,,-3920,-3993,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,
4041,46.11654262,-103.7506216,NAD27 WKID 4267,-1967003,8511106,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1124,,,,,,,,-3998,-4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,
4042,46.16382541,-103.7755312,NAD27 WKID 4267,-1971904,8528776,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1129,,,,,,,,-4051,-4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,
4043,46.15240191,-103.8079449,NAD27 WKID 4267,-1980447,8525306,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1058,,,-2324,,-2656,,,-4000,-4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,
4044,46.15576428,-103.849787,NAD27 WKID 4267,-1990935,8527400,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-943,,,-2205,-2309,-2531,,,,,,,,,,,,,,,,,,,,,,,,,,,104,222,,,,,,,,,,,,,,,,,,,,,,
4045,46.20201409,-103.8824433,NAD27 WKID 4267,-1997804,8544861,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-986,-1441,-2292,-2374,-2485,-2728,,,,,,,,,,,,,,,,,,,,,,,,455,850,83,110,243,,,,,,,,,,,,,,,,,,,,,,
4046,46.13061071,-103.8484857,NAD27 WKID 4267,-1991361,8518248,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-903,,,-2227,-2314,-2561,,,,,,,,,,,,,,,,,,,,,,,,,,,87,247,,,,,,,,,,,,,,,,,,,,,,
4047,46.2162537,-103.9412958,NAD27 WKID 4267,-2012253,8551267,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,46.12538727,-103.9344324,NAD27 WKID 4267,-2013276,8518164,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-708,,,,,,,,-3668,-3754,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,
4049,46.258237,-104.0146521,NAD27 WKID 4267,-2029510,8568051,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-795,,,,,,,,-3853,-3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,
4050,46.12134758,-103.9542985,NAD27 WKID 4267,-2018428,8517120,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-615,,,,,,,,-3627,-3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,
4051,46.17285491,-103.9528415,NAD27 WKID 4267,-2016492,8535772,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,46.13095574,-103.769674,NAD27 WKID 4267,-1971399,8516730,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,48.54801776,-102.8559443,NAD27 WKID 4267,-1676814,9373044,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2154,,,,,,,,-4864,-4970,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,
4054,48.74742325,-102.3955641,NAD27 WKID 4267,-1559552,9436992,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1846,,,-2885,-3206,-3476,,,-3876,-4013,,,,,,,,,,,,,,,,,,,,,,,321,270,,,,137,,,,,,,,,,,,,,,,,,
4055,48.61326547,-102.8615108,NAD27 WKID 4267,-1676474,9396634,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,48.86338478,-102.4009516,NAD27 WKID 4267,-1558049,9478807,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1571,,,-2568,-2896,-3149,,,-3421,-3502,,,,,,,,,,,,,,,,,,,,,,,328,253,,,,81,,,,,,,,,,,,,,,,,,
4057,48.81983309,-102.3297833,NAD27 WKID 4267,-1541797,9461977,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,48.97921268,-102.5372147,NAD27 WKID 4267,-1588295,9522719,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,48.89235144,-102.6416246,NAD27 WKID 4267,-1615808,9493245,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1743,,,,,-3380,,,,,-4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,48.95404975,-102.810146,NAD27 WKID 4267,-1655145,9518330,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,48.76545328,-102.5595561,NAD27 WKID 4267,-1599030,9446206,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1924,,,-2983,-3309,-3551,,,-4062,,,,,,,,,,,,,,,,,,,,,,,,326,242,,,,,,,,,,,,,,,,,,,,,,
4062,48.93947169,-102.6471215,NAD27 WKID 4267,-1615956,9510283,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,48.9322662,-102.6251451,NAD27 WKID 4267,-1610803,9507319,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,48.76190717,-102.2308391,NAD27 WKID 4267,-1519100,9439537,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,48.96126379,-102.636092,NAD27 WKID 4267,-1612731,9517931,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,48.80901004,-102.5539953,NAD27 WKID 4267,-1596594,9461785,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1910,,,-2935,-3255,-3493,,,-3921,,,,,,,,,,,,,,,,,,,,,,,,320,238,,,,,,,,,,,,,,,,,,,,,,
4067,48.73291014,-102.2589005,NAD27 WKID 4267,-1526620,9429549,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1769,,,-2792,,-3353,,,-3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,48.83813047,-102.5923228,NAD27 WKID 4267,-1605188,9472907,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1791,,,-2844,,-3429,,,-3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,48.88515491,-102.3572175,NAD27 WKID 4267,-1546895,9485924,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1517,,,-2513,-2835,-3079,,,,-3437,,,,,,,,,,,,,,,,,,,,,,,322,244,,,,,,,,,,,,,,,,,,,,,,
4070,48.71068409,-102.4210372,NAD27 WKID 4267,-1566649,9424187,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,48.84906189,-102.7397595,NAD27 WKID 4267,-1640749,9479357,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,48.67121102,-102.8620507,NAD27 WKID 4267,-1675097,9417501,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,48.91369547,-102.5928022,NAD27 WKID 4267,-1603416,9500094,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1677,,,-2717,-3056,-3298,,,-3663,,,,,,,,,,,,,,,,,,,,,,,,339,241,,,,,,,,,,,,,,,,,,,,,,
4074,48.81978014,-102.4772954,NAD27 WKID 4267,-1577674,9464379,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-2826,-3160,-3408,,,-3768,,,,,,,,,,,,,,,,,,,,,,,,334,249,,,,,,,,,,,,,,,,,,,,,,
4075,48.91401176,-102.5812499,NAD27 WKID 4267,-1600603,9500013,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,48.92497313,-102.6031938,NAD27 WKID 4267,-1605657,9504325,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,48.88143346,-102.3846,NAD27 WKID 4267,-1553638,9485032,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,48.89235314,-102.5812652,NAD27 WKID 4267,-1601147,9492224,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,48.67475798,-102.7905564,NAD27 WKID 4267,-1657583,9417524,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,48.85625894,-102.6305776,NAD27 WKID 4267,-1614032,9480076,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1806,,,-2859,,-3436,,,-3824,-3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,
4081,48.98655447,-102.6085989,NAD27 WKID 4267,-1605427,9526558,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,48.92857305,-102.5922039,NAD27 WKID 4267,-1602899,9505434,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,48.88559476,-102.8929297,NAD27 WKID 4267,-1677018,9495169,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1885,,,-2991,-3337,-3562,,,-3947,-4091,,,,,,,,,,,,,,,,,,,,,,,346,225,,,,144,,,,,,,,,,,,,,,,,,
4084,48.73308608,-102.9367478,NAD27 WKID 4267,-1691671,9441090,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1981,,,,,-3695,-3998,-4157,-4416,-4534,,,,,,,,,,,,,,,,,,,,,,,,,304,158,260,118,,,,,,,,,,,,,,,,,,
4085,48.72583501,-102.9367446,NAD27 WKID 4267,-1691861,9438481,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,48.77963786,-102.5430596,NAD27 WKID 4267,-1594663,9451033,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,48.87087387,-102.5597786,NAD27 WKID 4267,-1596462,9484137,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,48.70014852,-102.8069327,NAD27 WKID 4267,-1660918,9426948,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,48.7261473,-102.9153462,NAD27 WKID 4267,-1686643,9438213,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1990,,,,,-3727,-4039,-4178,-4468,-4600,,,,,,,,,,,,,,,,,,,,,,,,,314,139,289,132,,,,,,,,,,,,,,,,,,
4090,48.92493111,-102.5757402,NAD27 WKID 4267,-1598993,9503847,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,48.69295266,-102.8829249,NAD27 WKID 4267,-1679616,9425694,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,48.79455044,-102.5869117,NAD27 WKID 4267,-1604961,9457137,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1867,,,-2936,-3272,-3515,,,-4007,,,,,,,,,,,,,,,,,,,,,,,,336,243,,,,,,,,,,,,,,,,,,,,,,
4093,48.85283718,-102.5976904,NAD27 WKID 4267,-1606125,9478288,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1775,,,-2823,-3163,-3444,,,-3793,-3943,,,,,,,,,,,,,,,,,,,,,,,340,281,,,,149,,,,,,,,,,,,,,,,,,
4094,48.96473587,-102.5482165,NAD27 WKID 4267,-1591323,9517698,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1541,-1861,-2335,-2556,-2884,-3111,,,-3454,-3464,-3879,-4415,-5068,-5076,-5127,-5151,-5448,,,,,,,,,,,,,320,474,221,327,227,,,,10,415,536,653,8,51,24,297,,,,,,,,,,,
4095,48.83799163,-102.2091662,NAD27 WKID 4267,-1512032,9466573,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,-2847,-3120,,,-3399,-3458,,,,,,,,,,,,,,,,,,,,,,,,273,,,,59,,,,,,,,,,,,,,,,,,
4096,48.84532766,-102.5648497,NAD27 WKID 4267,-1598330,9475033,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1779,-2097,-2588,-2808,-3143,-3416,,,-3759,-3893,,,,,,,,,,,,,,,,,,,,318,491,220,335,273,,,,134,,,,,,,,,,,,,,,,,,
4097,48.88151333,-102.6306714,NAD27 WKID 4267,-1613420,9489161,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-2802,-3147,-3388,,,-3749,-3886,-4368,,,,,,,,,,,,,,,,,,,,,,345,240,,,,138,482,,,,,,,,,,,,,,,,,
4098,48.88877112,-102.734117,NAD27 WKID 4267,-1638364,9493541,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1799,-2152,-2680,-2899,-3240,-3459,,,-3843,-3990,,,,,,,,,,,,,,,,,,,,353,528,219,342,219,,,,147,,,,,,,,,,,,,,,,,,
4099,48.94311067,-102.9147823,NAD27 WKID 4267,-1680818,9516234,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,48.9103146,-102.2695864,NAD27 WKID 4267,-1525005,9493558,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,-2704,-2948,,,-3197,-3241,-3592,,,,,,,,,,,,,,,,,,,,,,,244,,,,44,351,,,,,,,,,,,,,,,,,
4101,48.74021868,-102.5642555,NAD27 WKID 4267,-1600802,9437204,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1979,-2313,,-3032,-3354,-3608,-3953,-3954,-4164,-4298,,,,,,,,,,,,,,,,,,,,334,,,321,255,346,0,210,134,,,,,,,,,,,,,,,,,,
4102,48.80915823,-102.7621019,NAD27 WKID 4267,-1647202,9465390,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4150,-4300,-4847,,,,,,,,,,,,,,,,,,,,,,,,,,,150,547,,,,,,,,,,,,,,,,,
4103,48.80163839,-102.6967247,NAD27 WKID 4267,-1631494,9461557,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4054,-4198,-4705,,,,,,,,,,,,,,,,,,,,,,,,,,,145,506,,,,,,,,,,,,,,,,,
4104,48.75886989,-102.7732843,NAD27 WKID 4267,-1651213,9447492,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2015,-2378,-2911,-3131,-3465,-3709,-4042,-4043,-4339,-4484,,,,,,,,,,,,,,,,,,,,363,533,220,333,245,333,1,296,145,,,,,,,,,,,,,,,,,,
4105,48.59476653,-102.328777,NAD27 WKID 4267,-1546956,9380938,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,48.82362384,-102.8106572,NAD27 WKID 4267,-1658636,9471438,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-3064,-3407,-3634,,,-4160,-4312,-4874,,,,,,,,,,,,,,,,,,,,,,343,227,,,,152,562,,,,,,,,,,,,,,,,,
4107,48.97907945,-102.2639933,NAD27 WKID 4267,-1522014,9518200,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,-2829,,,-3072,-3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,
4108,48.91428252,-102.8384057,NAD27 WKID 4267,-1663032,9504526,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-3842,-3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,
4109,48.70737644,-102.8502767,NAD27 WKID 4267,-1671288,9430309,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,48.7869859,-102.4336102,NAD27 WKID 4267,-1567850,9451856,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,-2838,-3156,-3416,,,-3793,-3926,-4344,,,,,,,,,,,,,,,,,,,,,,319,259,,,,134,417,,,,,,,,,,,,,,,,,
4111,48.76559032,-102.6034892,NAD27 WKID 4267,-1609719,9446997,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,,,,,,,,,-4585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,48.80177343,-102.4339052,NAD27 WKID 4267,-1567561,9457182,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1777,-2085,-2587,-2813,-3132,-3398,,-3751,-3754,-3894,-4312,,,,,,,,,,,,,,,,,,,308,501,226,319,266,,,3,139,419,,,,,,,,,,,,,,,,,
4113,48.78729496,-102.4009648,NAD27 WKID 4267,-1559899,9451430,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1722,-2055,-2549,-2761,-3082,-3343,-3685,-3687,-3713,-3847,-4250,-4975,-5518,-5526,-5568,-5590,-5920,,,,,,,,,,,,,334,494,211,321,261,341,1,27,134,403,725,543,9,41,23,330,,,,,,,,,,,
4114,48.82388319,-102.2908089,NAD27 WKID 4267,-1532221,9462804,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1618,-1924,-2413,-2644,-2957,-3213,,,-3507,-3596,-3984,-4672,-5218,-5227,-5268,-5287,-5597,,,,,,,,,,,,,306,489,231,312,256,,,,89,388,688,546,9,42,19,310,,,,,,,,,,,
4115,48.73299426,-102.5758204,NAD27 WKID 4267,-1603798,9434799,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,48.80174933,-102.4446071,NAD27 WKID 4267,-1570165,9457350,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1788,-2106,-2606,-2828,-3131,-3415,-3748,-3747,-3766,-3910,-4345,-5067,-5598,-5607,-5650,-5677,,,,,,,,,,,,,,318,500,223,303,284,334,,19,143,435,722,531,9,43,27,,,,,,,,,,,,
4117,48.80171958,-102.4553537,NAD27 WKID 4267,-1572780,9457517,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,48.73307184,-102.9313034,NAD27 WKID 4267,-1690346,9440988,NAD27 Conus Albers WKID 5069 - Linear Unit is feet,,-1994,-2336,-2887,-3091,-3422,-3684,-3990,-4181,-4438,-4562,,,-6409,-6420,-6495,-6528,-6829,-7632,-7767,-7786,-8252,-8358,-8442,-9542,,,,,,342,552,204,331,262,307,191,257,124,,,,11,75,33,301,803,136,18,466,107,84,1101,,,,
